legislator_id,week,ideology_score
cand667,Week 2,0.697219665110602
cand1244,Week 2,-0.15911520962301628
cand1347,Week 2,1.2673854749547147
cand203,Week 2,-1.6678580484378627
cand351,Week 2,0.7902765832256478
cand826,Week 2,-2.2625747208293876
cand1622,Week 2,-0.2268845188850479
cand889,Week 2,-1.2845606333892448
cand310,Week 2,-0.6009733871288191
cand846,Week 2,0.3040377153757052
cand774,Week 2,0.40544730198473655
cand222,Week 2,0.48604398068689025
cand1449,Week 2,1.2110000587654945
cand1424,Week 2,0.30403771538069746
cand1237,Week 2,0.3749217546685684
cand1252,Week 2,-0.9020859926547234
cand1264,Week 2,0.7667713252473323
cand1235,Week 2,-0.2986462344252677
cand1543,Week 2,1.5195186457565437
cand1609,Week 2,-0.35197077151144324
cand578,Week 2,-1.8975976934562095
cand1562,Week 2,0.07722284442648467
cand1458,Week 2,-0.44463805949883556
cand1466,Week 2,-0.6430358233563215
cand856,Week 2,-0.3471597671668554
cand495,Week 2,-0.3888044051511804
cand768,Week 2,-0.01934532804884237
cand1471,Week 2,-0.4610021762159646
